0.000000 0.000000
0.020202 0.000000
0.040404 0.000000
0.060606 0.000000
0.080808 0.000000
0.101010 0.000000
0.121212 0.000000
0.141414 0.000000
0.161616 0.000000
0.181818 0.000000
0.202020 0.000000
0.222222 0.000000
0.242424 0.000000
0.262626 0.000000
0.282828 0.000000
0.303030 0.000000
0.323232 0.000000
0.343434 0.000000
0.363636 0.000000
0.383838 0.000000
0.404040 0.000000
0.424242 0.000000
0.444444 0.000000
0.464646 0.000000
0.484848 0.000000
0.505051 0.000000
0.525253 0.000000
0.545455 0.000000
0.565657 0.000000
0.585859 0.000000
0.606061 0.000000
0.626263 0.000000
0.646465 0.000000
0.666667 0.000000
0.686869 0.000000
0.707071 0.000000
0.727273 0.000007
0.747475 0.000061
0.767677 0.000343
0.787879 0.001439
0.808081 0.004843
0.828283 0.013617
0.848485 0.032942
0.868687 0.070057
0.888889 0.133204
0.909091 0.229568
0.929293 0.362796
0.949495 0.531060
0.969697 0.726550
0.989899 0.936718
1.010101 1.146872
1.030303 1.343190
1.050505 1.515194
1.070707 1.657021
1.090909 1.767422
1.111111 1.848775
1.131313 1.905665
1.151515 1.943505
1.171717 1.967493
1.191919 1.982015
1.212121 1.990423
1.232323 1.995081
1.252525 1.997510
1.272727 1.998499
1.292929 1.998027
1.313131 1.994920
1.333333 1.986281
1.353535 1.967016
1.373737 1.929926
1.393939 1.866789
1.414141 1.770429
1.434343 1.637203
1.454545 1.468940
1.474747 1.273450
1.494949 1.063282
1.515152 0.853128
1.535354 0.656810
1.555556 0.484806
1.575758 0.342979
1.595960 0.232578
1.616162 0.151225
1.636364 0.094335
1.656566 0.056495
1.676768 0.032507
1.696970 0.017985
1.717172 0.009576
1.737374 0.004911
1.757576 0.002428
1.777778 0.001158
1.797980 0.000534
1.818182 0.000237
1.838384 0.000102
1.858586 0.000043
1.878788 0.000017
1.898990 0.000007
1.919192 0.000003
1.939394 0.000001
1.959596 0.000000
1.979798 0.000000
2.000000 0.000000
